paper_id,title,year,venue,authors,dblp_url,doi
neurips_2011_0035,Non-Asymptotic Analysis of Stochastic Approximation Algorithms for Machine Learning.,2011,NeurIPS,Francis R. Bach; Eric Moulines,https://dblp.org/rec/conf/nips/BachM11,
neurips_2011_0036,Nonstandard Interpretations of Probabilistic Programs for Efficient Inference.,2011,NeurIPS,David Wingate; Noah D. Goodman; Andreas Stuhlmller; Jeffrey Mark Siskind,https://dblp.org/rec/conf/nips/WingateGSS11,
neurips_2011_0037,On U-processes and clustering performance.,2011,NeurIPS,Stphan Clmenon,https://dblp.org/rec/conf/nips/Clemencon11,
neurips_2011_0038,On the Analysis of Multi-Channel Neural Spike Data.,2011,NeurIPS,Bo Chen 0001; David E. Carlson; Lawrence Carin,https://dblp.org/rec/conf/nips/ChenCC11,
neurips_2011_0039,On the Universality of Online Mirror Descent.,2011,NeurIPS,Nati Srebro; Karthik Sridharan; Ambuj Tewari,https://dblp.org/rec/conf/nips/SrebroST11,
neurips_2011_0040,On the accuracy of l1-filtering of signals with block-sparse structure.,2011,NeurIPS,Anatoli Iouditski; Fatma Kilin-Karzan; Arkadi Nemirovski; Boris T. Polyak,https://dblp.org/rec/conf/nips/IouditskiKNP11,
neurips_2011_0041,"Online Learning: Stochastic, Constrained, and Smoothed Adversaries.",2011,NeurIPS,Alexander Rakhlin; Karthik Sridharan; Ambuj Tewari,https://dblp.org/rec/conf/nips/RakhlinST11,
neurips_2011_0042,PAC-Bayesian Analysis of Contextual Bandits.,2011,NeurIPS,Yevgeny Seldin; Peter Auer; Franois Laviolette; John Shawe-Taylor; Ronald Ortner,https://dblp.org/rec/conf/nips/SeldinALSO11,
neurips_2011_0043,Periodic Finite State Controllers for Efficient POMDP and DEC-POMDP Planning.,2011,NeurIPS,Joni Pajarinen; Jaakko Peltonen,https://dblp.org/rec/conf/nips/PajarinenP11,
neurips_2011_0044,Portmanteau Vocabularies for Multi-Cue Image Representation.,2011,NeurIPS,Fahad Shahbaz Khan; Joost van de Weijer 0001; Andrew D. Bagdanov; Mara Vanrell 0001,https://dblp.org/rec/conf/nips/KhanWBV11,
neurips_2011_0045,Practical Variational Inference for Neural Networks.,2011,NeurIPS,Alex Graves,https://dblp.org/rec/conf/nips/Graves11,
neurips_2011_0046,Predicting Dynamic Difficulty.,2011,NeurIPS,Olana Missura; Thomas Grtner 0001,https://dblp.org/rec/conf/nips/MissuraG11,
neurips_2011_0047,Prediction strategies without loss.,2011,NeurIPS,Michael Kapralov; Rina Panigrahy,https://dblp.org/rec/conf/nips/KapralovP11,
neurips_2011_0048,Probabilistic Joint Image Segmentation and Labeling.,2011,NeurIPS,Adrian Ion; Joo Carreira 0002; Cristian Sminchisescu,https://dblp.org/rec/conf/nips/IonCS11,
neurips_2011_0049,Pylon Model for Semantic Segmentation.,2011,NeurIPS,Victor S. Lempitsky; Andrea Vedaldi; Andrew Zisserman,https://dblp.org/rec/conf/nips/LempitskyVZ11,
neurips_2011_0050,Quasi-Newton Methods for Markov Chain Monte Carlo.,2011,NeurIPS,Yichuan Zhang; Charles Sutton,https://dblp.org/rec/conf/nips/ZhangS11,
neurips_2011_0051,Randomized Algorithms for Comparison-based Search.,2011,NeurIPS,Dominique Tschopp; Suhas N. Diggavi; Payam Delgosha; Soheil Mohajer,https://dblp.org/rec/conf/nips/TschoppDDM11,
neurips_2011_0052,Recovering Intrinsic Images with a Global Sparsity Prior on Reflectance.,2011,NeurIPS,Peter V. Gehler; Carsten Rother; Martin Kiefel; Lumin Zhang; Bernhard Schlkopf,https://dblp.org/rec/conf/nips/GehlerRKZS11,
neurips_2011_0053,Robust Lasso with missing and grossly corrupted observations.,2011,NeurIPS,Nam H. Nguyen; Nasser M. Nasrabadi; Trac D. Tran,https://dblp.org/rec/conf/nips/NguyenNT11,
neurips_2011_0054,Robust Multi-Class Gaussian Process Classification.,2011,NeurIPS,Daniel Hernndez-Lobato; Jos Miguel Hernndez-Lobato; Pierre Dupont,https://dblp.org/rec/conf/nips/Hernandez-LobatoHD11,
neurips_2011_0055,Selective Prediction of Financial Trends with Hidden Markov Models.,2011,NeurIPS,Dmitry Pidan; Ran El-Yaniv,https://dblp.org/rec/conf/nips/PidanE11,
neurips_2011_0056,Simultaneous Sampling and Multi-Structure Fitting with Adaptive Reversible Jump MCMC.,2011,NeurIPS,Trung-Thanh Pham; Tat-Jun Chin; Jin Yu 0001; David Suter,https://dblp.org/rec/conf/nips/PhamCYS11,
neurips_2011_0057,Solving Decision Problems with Limited Information.,2011,NeurIPS,Denis Deratani Mau; Cassio Polpo de Campos,https://dblp.org/rec/conf/nips/MauaC11,
neurips_2011_0058,Spectral Methods for Learning Multivariate Latent Tree Structure.,2011,NeurIPS,Animashree Anandkumar; Kamalika Chaudhuri; Daniel J. Hsu; Sham M. Kakade; Le Song; Tong Zhang 0001,https://dblp.org/rec/conf/nips/AnandkumarCHKSZ11,
neurips_2011_0059,Statistical Learning for Resting-State fMRI: Successes and Challenges.,2011,NeurIPS,Gal Varoquaux; Bertrand Thirion,https://dblp.org/rec/conf/nips/VaroquauxT11,10.1007/978-3-642-34713-9_22
neurips_2011_0060,Target Neighbor Consistent Feature Weighting for Nearest Neighbor Classification.,2011,NeurIPS,Ichiro Takeuchi; Masashi Sugiyama,https://dblp.org/rec/conf/nips/TakeuchiS11,
neurips_2011_0061,The Fast Convergence of Boosting.,2011,NeurIPS,Matus Telgarsky,https://dblp.org/rec/conf/nips/Telgarsky11,
neurips_2011_0062,The Kernel Beta Process.,2011,NeurIPS,Lu Ren; Yingjian Wang 0004; David B. Dunson; Lawrence Carin,https://dblp.org/rec/conf/nips/RenWDC11,
neurips_2011_0063,The Local Rademacher Complexity of Lp-Norm Multiple Kernel Learning.,2011,NeurIPS,Marius Kloft; Gilles Blanchard,https://dblp.org/rec/conf/nips/KloftB11,
neurips_2011_0064,The Manifold Tangent Classifier.,2011,NeurIPS,Salah Rifai; Yann N. Dauphin; Pascal Vincent; Yoshua Bengio; Xavier Muller,https://dblp.org/rec/conf/nips/RifaiDVBM11,
neurips_2011_0065,Uniqueness of Belief Propagation on Signed Graphs.,2011,NeurIPS,Yusuke Watanabe,https://dblp.org/rec/conf/nips/Watanabe11,
neurips_2011_0066,Variance Reduction in Monte-Carlo Tree Search.,2011,NeurIPS,Joel Veness; Marc Lanctot; Michael H. Bowling,https://dblp.org/rec/conf/nips/VenessLB11,
neurips_2011_0067,Variational Gaussian Process Dynamical Systems.,2011,NeurIPS,Andreas C. Damianou; Michalis K. Titsias; Neil D. Lawrence,https://dblp.org/rec/conf/nips/DamianouTL11,
neurips_2011_0068,Why The Brain Separates Face Recognition From Object Recognition.,2011,NeurIPS,Joel Z. Leibo; Jim Mutch; Tomaso A. Poggio,https://dblp.org/rec/conf/nips/LeiboMP11,
neurips_2012_0001,"""Natural Images, Gaussian Mixtures and Dead Leaves"".",2012,NeurIPS,Daniel Zoran; Yair Weiss,https://dblp.org/rec/conf/nips/ZoranW12,
neurips_2012_0002,3D Social Saliency from Head-mounted Cameras.,2012,NeurIPS,Hyun Soo Park; Eakta Jain; Yaser Sheikh,https://dblp.org/rec/conf/nips/ParkJS12,
neurips_2012_0003,A Convex Formulation for Learning Scale-Free Networks via Submodular Relaxation.,2012,NeurIPS,Aaron Defazio; Tibrio S. Caetano,https://dblp.org/rec/conf/nips/DefazioC12,
neurips_2012_0004,A Geometric take on Metric Learning.,2012,NeurIPS,Sren Hauberg; Oren Freifeld; Michael J. Black,https://dblp.org/rec/conf/nips/HaubergFB12,
neurips_2012_0005,A Neural Autoregressive Topic Model.,2012,NeurIPS,Hugo Larochelle; Stanislas Lauly,https://dblp.org/rec/conf/nips/LarochelleL12,
neurips_2012_0006,A Polylog Pivot Steps Simplex Algorithm for Classification.,2012,NeurIPS,Elad Hazan; Zohar Shay Karnin,https://dblp.org/rec/conf/nips/HazanK12,
