paper_id,title,year,venue,authors,dblp_url,doi
pacmmod_2023_0109,I/O-Efficient Butterfly Counting at Scale.,2023,PACMMOD,Zhibin Wang 0002; Longbin Lai; Yixue Liu; Bing Shui; Chen Tian 0001; Sheng Zhong 0002,https://dblp.org/rec/journals/pacmmod/WangLLS0023,10.1145/3588714
pacmmod_2023_0111,Incentive-Aware Decentralized Data Collaboration.,2023,PACMMOD,Yatong Wang; Yuncheng Wu; Xincheng Chen; Gang Feng 0004; Beng Chin Ooi,https://dblp.org/rec/journals/pacmmod/WangWC0O23,10.1145/3589303
pacmmod_2023_0112,InfiniFilter: Expanding Filters to Infinity and Beyond.,2023,PACMMOD,Niv Dayan; Ioana O. Bercea; Pedro Reviriego; Rasmus Pagh,https://dblp.org/rec/journals/pacmmod/DayanBRP23,10.1145/3589285
pacmmod_2023_0117,LadderFilter: Filtering Infrequent Items with Small Memory and Time Overhead.,2023,PACMMOD,Yuanpeng Li 0002; Feiyu Wang 0002; Xiang Yu; Yilong Yang 0004; Kaicheng Yang 0001; Tong Yang 0003; Zhuo Ma 0001; Bin Cui 0001; Steve Uhlig,https://dblp.org/rec/journals/pacmmod/LiWY0Y0MCU23,10.1145/3588690
pacmmod_2023_0123,LinCQA: Faster Consistent Query Answering with Linear Time Guarantees.,2023,PACMMOD,Zhiwei Fan; Paraschos Koutris; Xiating Ouyang; Jef Wijsen,https://dblp.org/rec/journals/pacmmod/FanKOW23,10.1145/3588718
pacmmod_2023_0130,Maximal Defective Clique Enumeration.,2023,PACMMOD,Qiangqiang Dai; Rong-Hua Li 0001; Meihao Liao; Guoren Wang,https://dblp.org/rec/journals/pacmmod/DaiLLW23,10.1145/3588931
pacmmod_2023_0132,Measuring Re-identification Risk.,2023,PACMMOD,CJ Carey; Travis Dick; Alessandro Epasto; Adel Javanmard; Josh Karlin; Shankar Kumar; Andres Muoz Medina; Vahab Mirrokni; Gabriel Henrique Nunes; Sergei Vassilvitskii; Peilin Zhong,https://dblp.org/rec/journals/pacmmod/CareyDEJKKMMNVZ23,10.1145/3589294
pacmmod_2023_0137,Most Expected Winner: An Interpretation of Winners over Uncertain Voter Preferences.,2023,PACMMOD,Haoyue Ping; Julia Stoyanovich,https://dblp.org/rec/journals/pacmmod/PingS23,10.1145/3588702
pacmmod_2023_0147,Origin-Destination Travel Time Oracle for Map-based Services.,2023,PACMMOD,Yan Lin 0006; Huaiyu Wan; Jilin Hu; Shengnan Guo 0001; Bin Yang 0002; Youfang Lin; Christian S. Jensen,https://dblp.org/rec/journals/pacmmod/LinWHGYLJ23,10.1145/3617337
pacmmod_2023_0148,PACMMOD V1 N2 Editorial.,2023,PACMMOD,Divyakant Agrawal; Sihem Amer-Yahia; K. Seluk Candan; Avrilia Floratou; Hakan Hacigms,https://dblp.org/rec/journals/pacmmod/AgrawalACFH23,10.1145/3589257
pacmmod_2023_0149,PACMMOD Volume 1 Issue 4: Editorial.,2023,PACMMOD,Divyakant Agrawal; Alexandra Meliou; S. Sudarshan 0001,https://dblp.org/rec/journals/pacmmod/AgrawalMS23a,10.1145/3626709
pacmmod_2023_0154,PolarDB-IMCI: A Cloud-Native HTAP Database System at Alibaba.,2023,PACMMOD,Jianying Wang; Tongliang Li; Haoze Song; Xinjun Yang; Wenchao Zhou; Feifei Li 0001; Baoyue Yan; Qianqian Wu; Yukun Liang; Chengjun Ying; Yujie Wang; Baokai Chen; Chang Cai; Yubin Ruan; Xiaoyi Weng; Shibin Chen; Liang Yin; Chengzhong Yang; Xin Cai; Hongyan Xing; Nanlong Yu; Xiaofei Chen; Dapeng Huang; Jianling Sun,https://dblp.org/rec/journals/pacmmod/WangLSYZLYWLYWC23,10.1145/3589785
pacmmod_2023_0157,Popularity Ratio Maximization: Surpassing Competitors through Influence Propagation.,2023,PACMMOD,Hao Liao; Sheng Bi; Jiao Wu 0004; Wei Zhang 0242; Mingyang Zhou 0001; Rui Mao 0001; Wei Chen 0013,https://dblp.org/rec/journals/pacmmod/LiaoBWZ00023,10.1145/3589309
pacmmod_2023_0164,Proving Query Equivalence Using Linear Integer Arithmetic.,2023,PACMMOD,Haoran Ding; Zhaoguo Wang; Yicun Yang; Dexin Zhang; Zhenglin Xu; Haibo Chen 0001; Ruzica Piskac; Jinyang Li 0001,https://dblp.org/rec/journals/pacmmod/DingWYZXCPL23,10.1145/3626768
pacmmod_2023_0167,Query-Guided Resolution in Uncertain Databases.,2023,PACMMOD,Osnat Drien; Matanya Freiman; Antoine Amarilli; Yael Amsterdamer,https://dblp.org/rec/journals/pacmmod/DrienFAA23,10.1145/3589325
pacmmod_2023_0174,Rethinking the Encoding of Integers for Scans on Skewed Data.,2023,PACMMOD,Martin Prammer; Jignesh M. Patel,https://dblp.org/rec/journals/pacmmod/PrammerP23,10.1145/3626751
pacmmod_2023_0180,SH2O: Efficient Data Access for Work-Sharing Databases.,2023,PACMMOD,Panagiotis Sioulas; Ioannis Mytilinis; Anastasia Ailamaki,https://dblp.org/rec/journals/pacmmod/SioulasMA23,10.1145/3617340
pacmmod_2023_0188,Selection Pushdown in Column Stores using Bit Manipulation Instructions.,2023,PACMMOD,Yinan Li 0009; Jianan Lu; Badrish Chandramouli,https://dblp.org/rec/journals/pacmmod/LiLC23,10.1145/3589323
pacmmod_2023_0190,Sequence-Based Target Coin Prediction for Cryptocurrency Pump-and-Dump.,2023,PACMMOD,Sihao Hu; Zhen Zhang 0023; Shengliang Lu; Bingsheng He; Zhao Li 0007,https://dblp.org/rec/journals/pacmmod/HuZLHL23,10.1145/3588686
pacmmod_2023_0195,Splitting Tuples of Mismatched Entities.,2023,PACMMOD,Wenfei Fan; Ziyan Han; Weilong Ren 0002; Ding Wang; Yaoshu Wang; Min Xie; Mengyi Yan,https://dblp.org/rec/journals/pacmmod/FanHRWWXY23,10.1145/3626763
pacmmod_2023_0209,TreeSensing: Linearly Compressing Sketches with Flexibility.,2023,PACMMOD,Zirui Liu 0002; Yixin Zhang; Yifan Zhu 0011; Ruwen Zhang; Tong Yang 0003; Kun Xie 0001; Sha Wang; Tao Li 0008; Bin Cui 0001,https://dblp.org/rec/journals/pacmmod/LiuZZZ0XWL023,10.1145/3588910
pacmmod_2023_0212,Unsupervised Hashing with Semantic Concept Mining.,2023,PACMMOD,Rong-Cheng Tu; Xian-Ling Mao; Kevin Qinghong Lin; Chengfei Cai; Weize Qin; Wei Wei 0002; Hongfa Wang; Heyan Huang,https://dblp.org/rec/journals/pacmmod/TuMLCQ0WH23,10.1145/3588683
pacmmod_2023_0213,VeDB: A Software and Hardware Enabled Trusted Relational Database.,2023,PACMMOD,Xinying Yang; Ruide Zhang; Cong Yue; Yang Liu 0442; Beng Chin Ooi; Qun Gao; Yuan Zhang; Hao Yang,https://dblp.org/rec/journals/pacmmod/YangZYLOGZY23,10.1145/3589774
pacmmod_2023_0216,Virtual-Memory Assisted Buffer Management.,2023,PACMMOD,Viktor Leis; Adnan Alhomssi; Tobias Ziegler 0001; Yannick Loeck; Christian Dietrich 0001,https://dblp.org/rec/journals/pacmmod/LeisA0L023,10.1145/3588687
pacmmod_2023_0218,Waffle: An Online Oblivious Datastore for Protecting Data Access Patterns.,2023,PACMMOD,Sujaya Maiyya; Sharath Chandra Vemula; Divyakant Agrawal; Amr El Abbadi; Florian Kerschbaum,https://dblp.org/rec/journals/pacmmod/MaiyyaVAAK23,10.1145/3626760
pacmmod_2023_0220,What's the Difference? Incremental Processing with Change Queries in Snowflake.,2023,PACMMOD,Tyler Akidau; Paul Barbier; Istvan Cseri; Fabian Hueske; Tyler Jones; Sasha Lionheart; Daniel Mills; Dzmitry Pauliukevich; Lukas Probst; Niklas Semmler; Dan Sotolongo; Boyuan Zhang 0004,https://dblp.org/rec/journals/pacmmod/AkidauBCHJLMPPS23,10.1145/3589776
pacmmod_2023_0221,When Automatic Filtering Comes to the Rescue: Pre-Computing Company Competitor Pairs in Owler.,2023,PACMMOD,Jinsong Guo; Aditya Jami; Markus Krll; Lukas Schweizer; Sergey Paramonov 0001; Eric Aichinger; Stefano Sferrazza; Mattia Scaccia; Stphane Reissfelder; Eda Cicek; Giovanni Grasso 0001; Georg Gottlob,https://dblp.org/rec/journals/pacmmod/GuoJKS0ASSRC0G23,10.1145/3589787
pacmmod_2023_0222,When Private Blockchain Meets Deterministic Database.,2023,PACMMOD,Ziliang Lai; Chris Liu; Eric Lo 0001,https://dblp.org/rec/journals/pacmmod/LaiL023,10.1145/3588952
pacmmod_2023_0227,iFlipper: Label Flipping for Individual Fairness.,2023,PACMMOD,Hantian Zhang; Ki Hyun Tae; Jaeyoung Park 0003; Xu Chu 0002; Steven Euijong Whang,https://dblp.org/rec/journals/pacmmod/ZhangTPCW23,10.1145/3588688
pacmmod_2023_0228,rkHit: Representative Query with Uncertain Preference.,2023,PACMMOD,Xingxing Xiao; Jianzhong Li 0001,https://dblp.org/rec/journals/pacmmod/XiaoL23,10.1145/3589271
pacmmod_2024_0003,A Dichotomy in the Complexity of Consistent Query Answering for Two Atom Queries With Self-Join.,2024,PACMMOD,Anantha Padmanabha; Luc Segoufin; Cristina Sirangelo,https://dblp.org/rec/journals/pacmmod/PadmanabhaSS24,10.1145/3651137
pacmmod_2024_0007,A faster FPRAS for #NFA.,2024,PACMMOD,Kuldeep S. Meel; Sourav Chakraborty 0001; Umang Mathur 0001,https://dblp.org/rec/journals/pacmmod/Meel0024,10.1145/3651613
pacmmod_2024_0010,Adaptive Quotient Filters.,2024,PACMMOD,Richard Wen; Hunter McCoy; David Tench; Guido Tagliavini; Michael A. Bender; Alex Conway 0001; Martin Farach-Colton; Rob Johnson 0001; Prashant Pandey 0001,https://dblp.org/rec/journals/pacmmod/WenMTTBCFJP24,10.1145/3677128
pacmmod_2024_0013,An LDP Compatible Sketch for Securely Approximating Set Intersection Cardinalities.,2024,PACMMOD,Pinghui Wang; Yitong Liu; Zhicheng Li 0007; Rundong Li 0002,https://dblp.org/rec/journals/pacmmod/WangLLL24,10.1145/3639281
pacmmod_2024_0014,Approximate Sketches.,2024,PACMMOD,Brian Tsan; Asoke Datta; Yesdaulet Izenov; Florin Rusu,https://dblp.org/rec/journals/pacmmod/TsanDIR24,10.1145/3639321
pacmmod_2024_0019,Bag Semantics Conjunctive Query Containment. Four Small Steps Towards Undecidability.,2024,PACMMOD,Jerzy Marcinkowski; Mateusz Orda,https://dblp.org/rec/journals/pacmmod/MarcinkowskiO24,10.1145/3651604
pacmmod_2024_0020,Banzhaf Values for Facts in Query Answering.,2024,PACMMOD,Omer Abramovich; Daniel Deutch; Nave Frost; Ahmet Kara 0002; Dan Olteanu,https://dblp.org/rec/journals/pacmmod/AbramovichDF0O24,10.1145/3654926
pacmmod_2024_0021,Below and Above Why-Provenance for Datalog Queries.,2024,PACMMOD,Marco Calautti; Ester Livshits; Andreas Pieris; Markus Schneider 0009,https://dblp.org/rec/journals/pacmmod/CalauttiLPS24b,10.1145/3695829
pacmmod_2024_0030,Chase Termination Beyond Polynomial Time.,2024,PACMMOD,Philipp Hanisch; Markus Krtzsch,https://dblp.org/rec/journals/pacmmod/HanischK24,10.1145/3651594
pacmmod_2024_0032,Combined Approximations for Uniform Operational Consistent Query Answering.,2024,PACMMOD,Marco Calautti; Ester Livshits; Andreas Pieris; Markus Schneider 0009,https://dblp.org/rec/journals/pacmmod/CalauttiLPS24a,10.1145/3651600
pacmmod_2024_0034,Complex Event Recognition meets Hierarchical Conjunctive Queries.,2024,PACMMOD,Dante Pinto; Cristian Riveros,https://dblp.org/rec/journals/pacmmod/PintoR24,10.1145/3695834
pacmmod_2024_0035,Computing A Well-Representative Summary of Conjunctive Query Results.,2024,PACMMOD,Pankaj K. Agarwal; Aryan Esmailpour; Xiao Hu 0005; Stavros Sintos; Jun Yang 0001,https://dblp.org/rec/journals/pacmmod/AgarwalEHSY24,10.1145/3695835
pacmmod_2024_0036,Computing Range Consistent Answers to Aggregation Queries via Rewriting.,2024,PACMMOD,Aziz Amezian El Khalfioui; Jef Wijsen,https://dblp.org/rec/journals/pacmmod/KhalfiouiW24,10.1145/3695836
pacmmod_2024_0037,Conjunctive Queries with Negation and Aggregation: A Linear Time Characterization.,2024,PACMMOD,Hangdong Zhao; Austen Z. Fan; Xiating Ouyang; Paraschos Koutris,https://dblp.org/rec/journals/pacmmod/ZhaoFOK24,10.1145/3651138
pacmmod_2024_0039,Consistency of Relations over Monoids.,2024,PACMMOD,Albert Atserias; Phokion G. Kolaitis,https://dblp.org/rec/journals/pacmmod/AtseriasK24,10.1145/3651608
pacmmod_2024_0040,Consistent Query Answering for Primary Keys on Rooted Tree Queries.,2024,PACMMOD,Paraschos Koutris; Xiating Ouyang; Jef Wijsen,https://dblp.org/rec/journals/pacmmod/KoutrisOW24,10.1145/3651139
pacmmod_2024_0044,Continual Release of Differentially Private Synthetic Data from Longitudinal Data Collections.,2024,PACMMOD,Mark Bun; Marco Gaboardi; Marcel Neunhoeffer; Wanrong Zhang 0001,https://dblp.org/rec/journals/pacmmod/BunGN024,10.1145/3651595
pacmmod_2024_0045,Controllable Tabular Data Synthesis Using Diffusion Models.,2024,PACMMOD,Tongyu Liu; Ju Fan; Nan Tang 0001; Guoliang Li 0001; Xiaoyong Du 0001,https://dblp.org/rec/journals/pacmmod/LiuFTLD24,10.1145/3639283
pacmmod_2024_0048,Counting Answers to Unions of Conjunctive Queries: Natural Tractability Criteria and Meta-Complexity.,2024,PACMMOD,Jacob Focke; Leslie Ann Goldberg; Marc Roth; Stanislav Zivn,https://dblp.org/rec/journals/pacmmod/FockeGRZ24,10.1145/3651614
pacmmod_2024_0051,DTT: An Example-Driven Tabular Transformer for Joinability by Leveraging Large Language Models.,2024,PACMMOD,Arash Dargahi Nobari; Davood Rafiei,https://dblp.org/rec/journals/pacmmod/NobariR24,10.1145/3639279
pacmmod_2024_0052,Data Acquisition for Improving Model Confidence.,2024,PACMMOD,Yifan Li 0006; Xiaohui Yu 0001; Nick Koudas,https://dblp.org/rec/journals/pacmmod/00060K24,10.1145/3654934
pacmmod_2024_0054,Determining Exact Quantiles with Randomized Summaries.,2024,PACMMOD,Ziling Chen; Haoquan Guan; Shaoxu Song; Xiangdong Huang 0001; Chen Wang 0018; Jianmin Wang 0001,https://dblp.org/rec/journals/pacmmod/ChenGSHWW24,10.1145/3639280
pacmmod_2024_0055,Determining the Largest Overlap between Tables.,2024,PACMMOD,Luca Zecchini; Tobias Bleifu; Giovanni Simonini; Sonia Bergamaschi; Felix Naumann,https://dblp.org/rec/journals/pacmmod/ZecchiniBSBN24,10.1145/3639303
pacmmod_2024_0056,Differentially Private Hierarchical Heavy Hitters.,2024,PACMMOD,Ari Biswas; Graham Cormode; Yaron Kanza; Divesh Srivastava; Zhengyi Zhou,https://dblp.org/rec/journals/pacmmod/BiswasCKSZ24,10.1145/3695826
pacmmod_2024_0058,Disclosure-Compliant Query Answering.,2024,PACMMOD,Rudi Poepsel Lemaitre; Kaustubh Beedkar; Volker Markl,https://dblp.org/rec/journals/pacmmod/LemaitreBM24,10.1145/3698808
pacmmod_2024_0061,Distinct Shortest Walk Enumeration for RPQs.,2024,PACMMOD,Claire David; Nadime Francis; Victor Marsault,https://dblp.org/rec/journals/pacmmod/DavidFM24,10.1145/3651601
pacmmod_2024_0062,Efficient Algorithm for K-Multiple-Means.,2024,PACMMOD,Yasuhiro Fujiwara; Atsutoshi Kumagai; Yasutoshi Ida; Masahiro Nakano; Makoto Nakatsuji; Akisato Kimura,https://dblp.org/rec/journals/pacmmod/FujiwaraKINNK24,10.1145/3639273
pacmmod_2024_0066,Efficient Maximal Biplex Enumerations with Improved Worst-Case Time Guarantee.,2024,PACMMOD,Qiangqiang Dai; Rong-Hua Li 0001; Donghang Cui; Meihao Liao; Yu-Xuan Qiu; Guoren Wang,https://dblp.org/rec/journals/pacmmod/DaiLCLQW24,10.1145/3654938
pacmmod_2024_0069,Efficient k-Clique Listing: An Edge-Oriented Branching Strategy.,2024,PACMMOD,Kaixin Wang; Kaiqiang Yu; Cheng Long 0001,https://dblp.org/rec/journals/pacmmod/WangYL24,10.1145/3639262
pacmmod_2024_0071,Enumeration for MSO-Queries on Compressed Trees.,2024,PACMMOD,Markus Lohrey; Markus L. Schmid,https://dblp.org/rec/journals/pacmmod/LohreyS24,10.1145/3651141
pacmmod_2024_0073,FairHash: A Fair and Memory/Time-efficient Hashmap.,2024,PACMMOD,Nima Shahbazi; Stavros Sintos; Abolfazl Asudeh,https://dblp.org/rec/journals/pacmmod/ShahbaziSA24,10.1145/3654939
pacmmod_2024_0075,Fast Shapley Value Computation in Data Assemblage Tasks as Cooperative Simple Games.,2024,PACMMOD,Xuan Luo; Jian Pei 0001; Cheng Xu 0004; Wenjie Zhang 0001; Jianliang Xu,https://dblp.org/rec/journals/pacmmod/LuoPXZX24,10.1145/3639311
pacmmod_2024_0076,Fault Tolerance Placement in the Internet of Things.,2024,PACMMOD,Anastasiia Kozar; Bonaventura Del Monte; Steffen Zeuch; Volker Markl,https://dblp.org/rec/journals/pacmmod/KozarMZM24,10.1145/3654941
pacmmod_2024_0080,From Shapley Value to Model Counting and Back.,2024,PACMMOD,Ahmet Kara 0002; Dan Olteanu; Dan Suciu,https://dblp.org/rec/journals/pacmmod/0002OS24,10.1145/3651142
pacmmod_2024_0084,GOLAP: A GPU-in-Data-Path Architecture for High-Speed OLAP.,2024,PACMMOD,Nils Boeschen; Tobias Ziegler 0001; Carsten Binnig,https://dblp.org/rec/journals/pacmmod/BoeschenZB24,10.1145/3698812
pacmmod_2024_0085,GRF: A Global Range Filter for LSM-Trees with Shape Encoding.,2024,PACMMOD,Hengrui Wang; Te Guo 0001; Junzhao Yang; Huanchen Zhang,https://dblp.org/rec/journals/pacmmod/WangGYZ24,10.1145/3654944
pacmmod_2024_0087,Generalized Core Spanner Inexpressibility via Ehrenfeucht-Frass Games for FC.,2024,PACMMOD,Sam M. Thompson; Dominik D. Freydenberger,https://dblp.org/rec/journals/pacmmod/ThompsonF24,10.1145/3651143
pacmmod_2024_0088,Grafite: Taming Adversarial Queries with Optimal Range Filters.,2024,PACMMOD,Marco Costa; Paolo Ferragina; Giorgio Vinciguerra,https://dblp.org/rec/journals/pacmmod/CostaFV24,10.1145/3639258
pacmmod_2024_0097,In-Database Data Imputation.,2024,PACMMOD,Massimo Perini; Milos Nikolic 0001,https://dblp.org/rec/journals/pacmmod/PeriniN24,10.1145/3639326
pacmmod_2024_0101,Keep It Simple: Testing Databases via Differential Query Plans.,2024,PACMMOD,Jinsheng Ba; Manuel Rigger,https://dblp.org/rec/journals/pacmmod/BaR24,10.1145/3654991
pacmmod_2024_0106,Language-Model Based Informed Partition of Databases to Speed Up Pattern Mining.,2024,PACMMOD,Carlos Bobed Lisbona; Jordi Bernad; Pierre Maillot,https://dblp.org/rec/journals/pacmmod/LisbonaBM24,10.1145/3654987
