paper_id,title,year,venue,authors,dblp_url,doi
pacmmod_2023_0026,Composite Object Normal Forms: Parameterizing Boyce-Codd Normal Form by the Number of Minimal Keys.,2023,PACMMOD,Zhuoxing Zhang; Wu Chen 0005; Sebastian Link,https://dblp.org/rec/journals/pacmmod/ZhangCL23,10.1145/3588693
pacmmod_2023_0027,CompressGraph: Efficient Parallel Graph Analytics with Rule-Based Compression.,2023,PACMMOD,Zheng Chen 0001; Feng Zhang 0007; Jiawei Guan; Jidong Zhai; Xipeng Shen; Huanchen Zhang; Wentong Shu; Xiaoyong Du 0001,https://dblp.org/rec/journals/pacmmod/ChenZGZSZSD23,10.1145/3588684
pacmmod_2023_0028,Computing the Difference of Conjunctive Queries Efficiently.,2023,PACMMOD,Xiao Hu 0005; Qichen Wang 0001,https://dblp.org/rec/journals/pacmmod/0005023,10.1145/3589298
pacmmod_2023_0029,Correlation Joins over Time Series Data Streams Utilizing Complementary Dimension Reduction and Transformation.,2023,PACMMOD,AmirReza Alizade Nikoo; Michael H. Bhlen; Sven Helmer,https://dblp.org/rec/journals/pacmmod/NikooBH23,10.1145/3626722
pacmmod_2023_0030,DAMR: Dynamic Adjacency Matrix Representation Learning for Multivariate Time Series Imputation.,2023,PACMMOD,Xiaobin Ren; Kaiqi Zhao 0001; Patricia J. Riddle; Katerina Taskova; Qingyi Pan; Lianyan Li,https://dblp.org/rec/journals/pacmmod/Ren0RTPL23,10.1145/3589333
pacmmod_2023_0031,DARQ Matter Binds Everything: Performant and Composable Cloud Programming via Resilient Steps.,2023,PACMMOD,Tianyu Li 0001; Badrish Chandramouli; Sebastian Burckhardt; Samuel Madden 0001,https://dblp.org/rec/journals/pacmmod/0001CBM23,10.1145/3589262
pacmmod_2023_0032,DGC: Training Dynamic Graphs with Spatio-Temporal Non-Uniformity using Graph Partitioning by Chunks.,2023,PACMMOD,Fahao Chen; Peng Li 0017; Celimuge Wu,https://dblp.org/rec/journals/pacmmod/ChenLW23,10.1145/3626724
pacmmod_2023_0033,DP-starJ: A Differential Private Scheme towards Analytical Star-Join Queries.,2023,PACMMOD,Congcong Fu; Hui Li 0005; Jian Lou 0001; Huizhen Li; Jiangtao Cui,https://dblp.org/rec/journals/pacmmod/FuLLLC23,10.1145/3626725
pacmmod_2023_0034,DProvDB: Differentially Private Query Processing with Multi-Analyst Provenance.,2023,PACMMOD,Shufan Zhang 0001; Xi He 0001,https://dblp.org/rec/journals/pacmmod/ZhangH23,10.1145/3626761
pacmmod_2023_0035,DUCATI: A Dual-Cache Training System for Graph Neural Networks on Giant Graphs with the GPU.,2023,PACMMOD,Xin Zhang 0101; Yanyan Shen; Yingxia Shao; Lei Chen 0002,https://dblp.org/rec/journals/pacmmod/ZhangSS023,10.1145/3589311
pacmmod_2023_0036,"Data-Sharing Markets: Model, Protocol, and Algorithms to Incentivize the Formation of Data-Sharing Consortia.",2023,PACMMOD,Raul Castro Fernandez,https://dblp.org/rec/journals/pacmmod/Fernandez23,10.1145/3589317
pacmmod_2023_0037,Demystifying the QoS and QoE of Edge-hosted Video Streaming Applications in the Wild with SNESet.,2023,PACMMOD,Yanan Li; Guangqing Deng; Changming Bai; Jingyu Yang; Gang Wang; Hao Zhang 0108; Jin Bai; Haitao Yuan 0002; Mengwei Xu 0001; Shangguang Wang,https://dblp.org/rec/journals/pacmmod/LiDBYWZBYXW23,10.1145/3626723
pacmmod_2023_0038,"Design Guidelines for Correct, Efficient, and Scalable Synchronization using One-Sided RDMA.",2023,PACMMOD,Tobias Ziegler 0001; Jacob Nelson-Slivon; Viktor Leis; Carsten Binnig,https://dblp.org/rec/journals/pacmmod/0001NLB23,10.1145/3589276
pacmmod_2023_0039,Design and Analysis of a Processing-in-DIMM Join Algorithm: A Case Study with UPMEM DIMMs.,2023,PACMMOD,Chaemin Lim; Suhyun Lee 0002; Jinwoo Choi 0003; Jounghoo Lee; Seongyeon Park; Hanjun Kim 0001; Jinho Lee 0001; Youngsok Kim,https://dblp.org/rec/journals/pacmmod/LimLCLPKLK23,10.1145/3589258
pacmmod_2023_0040,"Detect, Distill and Update: Learned DB Systems Facing Out of Distribution Data.",2023,PACMMOD,Meghdad Kurmanji; Peter Triantafillou,https://dblp.org/rec/journals/pacmmod/KurmanjiT23,10.1145/3588713
pacmmod_2023_0041,Detecting Logic Bugs of Join Optimizations in DBMS.,2023,PACMMOD,Xiu Tang; Sai Wu; Dongxiang Zhang; Feifei Li 0001; Gang Chen 0001,https://dblp.org/rec/journals/pacmmod/TangWZ0023,10.1145/3588909
pacmmod_2023_0042,DiffPrep: Differentiable Data Preprocessing Pipeline Search for Learning over Tabular Data.,2023,PACMMOD,Peng Li 0062; Zhiyi Chen; Xu Chu 0002; Kexin Rong 0001,https://dblp.org/rec/journals/pacmmod/LiCC023,10.1145/3589328
pacmmod_2023_0043,Discovering Similarity Inclusion Dependencies.,2023,PACMMOD,Youri Kaminsky; Eduardo H. M. Pena; Felix Naumann,https://dblp.org/rec/journals/pacmmod/KaminskyPN23,10.1145/3588929
pacmmod_2023_0044,Discovering Top-k Rules using Subjective and Objective Criteria.,2023,PACMMOD,Wenfei Fan; Ziyan Han; Yaoshu Wang; Min Xie,https://dblp.org/rec/journals/pacmmod/FanHWX23,10.1145/3588924
pacmmod_2023_0045,Distributed GPU Joins on Fast RDMA-capable Networks.,2023,PACMMOD,Lasse Thostrup; Gloria Doci; Nils Boeschen; Manisha Luthra; Carsten Binnig,https://dblp.org/rec/journals/pacmmod/ThostrupDBLB23,10.1145/3588709
pacmmod_2023_0046,Double-Anonymous Sketch: Achieving Top-K-fairness for Finding Global Top-K Frequent Items.,2023,PACMMOD,Yikai Zhao 0001; Wenchen Han; Zheng Zhong; Yinda Zhang 0002; Tong Yang 0003; Bin Cui 0001,https://dblp.org/rec/journals/pacmmod/ZhaoHZ00023,10.1145/3588933
pacmmod_2023_0047,Dumpy: A Compact and Adaptive Index for Large Data Series Collections.,2023,PACMMOD,Zeyu Wang 0007; Qitong Wang 0003; Peng Wang 0027; Themis Palpanas; Wei Wang 0009,https://dblp.org/rec/journals/pacmmod/Wang0WP023,10.1145/3588965
pacmmod_2023_0048,EAR-Oracle: On Efficient Indexing for Distance Queries between Arbitrary Points on Terrain Surface.,2023,PACMMOD,Bo Huang; Victor Junqiu Wei; Raymond Chi-Wing Wong; Bo Tang 0016,https://dblp.org/rec/journals/pacmmod/HuangWWT23,10.1145/3588694
pacmmod_2023_0049,EARLY: Efficient and Reliable Graph Neural Network for Dynamic Graphs.,2023,PACMMOD,Haoyang Li 0002; Lei Chen 0002,https://dblp.org/rec/journals/pacmmod/Li023,10.1145/3589308
pacmmod_2023_0050,Effective and Efficient PageRank-based Positioning for Graph Visualization.,2023,PACMMOD,Shiqi Zhang 0004; Renchi Yang; Xiaokui Xiao; Xiao Yan 0002; Bo Tang 0016,https://dblp.org/rec/journals/pacmmod/0004Y0Y023,10.1145/3588930
pacmmod_2023_0051,Effectiveness Perspectives and a Deep Relevance Model for Spatial Keyword Queries.,2023,PACMMOD,Shang Liu 0005; Gao Cong; Kaiyu Feng; Wanli Gu; Fuzheng Zhang,https://dblp.org/rec/journals/pacmmod/LiuCFGZ23,10.1145/3588691
pacmmod_2023_0052,Efficient Algorithm for Budgeted Adaptive Influence Maximization: An Incremental RR-set Update Approach.,2023,PACMMOD,Qintian Guo; Chen Feng 0007; Fangyuan Zhang 0001; Sibo Wang 0001,https://dblp.org/rec/journals/pacmmod/GuoFZW23,10.1145/3617328
pacmmod_2023_0053,Efficient Approximate Nearest Neighbor Search in Multi-dimensional Databases.,2023,PACMMOD,Yun Peng 0002; Byron Choi; Tsz Nam Chan; Jianye Yang 0001; Jianliang Xu,https://dblp.org/rec/journals/pacmmod/PengCCYX23,10.1145/3588908
pacmmod_2023_0054,Efficient Approximation Framework for Attribute Recommendation.,2023,PACMMOD,Xingguang Chen; Fangyuan Zhang 0001; Jinchao Huang 0002; Sibo Wang 0001,https://dblp.org/rec/journals/pacmmod/ChenZHW23,10.1145/3626726
pacmmod_2023_0055,Efficient Estimation of Pairwise Effective Resistance.,2023,PACMMOD,Renchi Yang; Jing Tang 0004,https://dblp.org/rec/journals/pacmmod/Yang023,10.1145/3588696
pacmmod_2023_0056,Efficient GPU-Accelerated Subgraph Matching.,2023,PACMMOD,Xibo Sun; Qiong Luo 0001,https://dblp.org/rec/journals/pacmmod/Sun023,10.1145/3589326
pacmmod_2023_0057,Efficient Maximum k-Defective Clique Computation with Improved Time Complexity.,2023,PACMMOD,Lijun Chang,https://dblp.org/rec/journals/pacmmod/Chang23,10.1145/3617313
pacmmod_2023_0058,Efficient Personalized PageRank Computation: The Power of Variance-Reduced Monte Carlo Approaches.,2023,PACMMOD,Meihao Liao; Rong-Hua Li 0001; Qiangqiang Dai; Hongyang Chen 0001; Hongchao Qin; Guoren Wang,https://dblp.org/rec/journals/pacmmod/LiaoLDCQW23a,10.1145/3589305
pacmmod_2023_0059,Efficient Query Re-optimization with Judicious Subquery Selections.,2023,PACMMOD,Junyi Zhao; Huanchen Zhang; Yihan Gao,https://dblp.org/rec/journals/pacmmod/ZhaoZG23,10.1145/3589330
pacmmod_2023_0060,Efficient Resistance Distance Computation: The Power of Landmark-based Approaches.,2023,PACMMOD,Meihao Liao; Rong-Hua Li 0001; Qiangqiang Dai; Hongyang Chen 0001; Hongchao Qin; Guoren Wang,https://dblp.org/rec/journals/pacmmod/LiaoLDCQW23,10.1145/3588922
pacmmod_2023_0061,Efficient Sampling Approaches to Shapley Value Approximation.,2023,PACMMOD,Jiayao Zhang 0006; Qiheng Sun; Jinfei Liu; Li Xiong 0001; Jian Pei 0001; Kui Ren 0001,https://dblp.org/rec/journals/pacmmod/0006SL0P023,10.1145/3588728
pacmmod_2023_0062,Efficient and Effective Algorithms for Generalized Densest Subgraph Discovery.,2023,PACMMOD,Yichen Xu 0005; Chenhao Ma 0001; Yixiang Fang; Zhifeng Bao,https://dblp.org/rec/journals/pacmmod/XuMFB23,10.1145/3589314
pacmmod_2023_0063,Efficient and Effective Attributed Hypergraph Clustering via K-Nearest Neighbor Augmentation.,2023,PACMMOD,Yiran Li 0004; Renchi Yang; Jieming Shi 0001,https://dblp.org/rec/journals/pacmmod/LiYS23,10.1145/3589261
pacmmod_2023_0064,Efficient and Effective Cardinality Estimation for Skyline Family.,2023,PACMMOD,Xiaoye Miao; Yangyang Wu; Jiazhen Peng; Yunjun Gao; Jianwei Yin,https://dblp.org/rec/journals/pacmmod/MiaoWPGY23,10.1145/3588958
pacmmod_2023_0065,Efficient and Portable Einstein Summation in SQL.,2023,PACMMOD,Mark Blacher; Julien Klaus; Christoph Staudt; Sren Laue; Viktor Leis; Joachim Giesen,https://dblp.org/rec/journals/pacmmod/BlacherKSLLG23,10.1145/3589266
pacmmod_2023_0066,Efficiently Computing Join Orders with Heuristic Search.,2023,PACMMOD,Immanuel Haffner; Jens Dittrich,https://dblp.org/rec/journals/pacmmod/HaffnerD23,10.1145/3588927
pacmmod_2023_0067,Enriching Recommendation Models with Logic Conditions.,2023,PACMMOD,Lihang Fan; Wenfei Fan; Ping Lu 0005; Chao Tian 0001; Qiang Yin 0002,https://dblp.org/rec/journals/pacmmod/FanFLTY23,10.1145/3617330
pacmmod_2023_0068,Equitable Top-k Results for Long Tail Data.,2023,PACMMOD,Md Mouinul Islam; Mahsa Asadi; Senjuti Basu Roy,https://dblp.org/rec/journals/pacmmod/IslamAR23,10.1145/3626727
pacmmod_2023_0069,Exploiting Structure in Regular Expression Queries.,2023,PACMMOD,Ling Zhang; Shaleen Deep; Avrilia Floratou; Anja Gruenheid; Jignesh M. Patel; Yiwen Zhu,https://dblp.org/rec/journals/pacmmod/ZhangDFGPZ23,10.1145/3589297
pacmmod_2023_0070,Exploratory Training: When Annotators Learn About Data.,2023,PACMMOD,Rajesh Shrestha; Omeed Habibelahian; Arash Termehchy; Paolo Papotti,https://dblp.org/rec/journals/pacmmod/ShresthaHTP23,10.1145/3589280
pacmmod_2023_0071,"F3KM: Federated, Fair, and Fast k-means.",2023,PACMMOD,Shengkun Zhu; Quanqing Xu; Jinshan Zeng; Sheng Wang 0007; Yuan Sun 0003; Zhifeng Yang; Chuanhui Yang; Zhiyong Peng 0001,https://dblp.org/rec/journals/pacmmod/ZhuXZWSYYP23,10.1145/3626728
pacmmod_2023_0072,FACET: Robust Counterfactual Explanation Analytics.,2023,PACMMOD,Peter M. VanNostrand; Huayi Zhang; Dennis M. Hofmann; Elke A. Rundensteiner,https://dblp.org/rec/journals/pacmmod/VanNostrandZHR23,10.1145/3626729
pacmmod_2023_0073,FEC: Efficient Deep Recommendation Model Training with Flexible Embedding Communication.,2023,PACMMOD,Kaihao Ma; Xiao Yan 0002; Zhenkun Cai; Yuzhen Huang; Yidi Wu 0001; James Cheng,https://dblp.org/rec/journals/pacmmod/Ma0CHWC23,10.1145/3589310
pacmmod_2023_0074,FINEX: A Fast Index for Exact Flexible Density-Based Clustering.,2023,PACMMOD,Konstantin Emil Thiel; Daniel Kocher; Nikolaus Augsten; Thomas Htter; Willi Mann; Daniel Ulrich Schmitt,https://dblp.org/rec/journals/pacmmod/ThielKAHMS23,10.1145/3588925
pacmmod_2023_0075,FactorJoin: A New Cardinality Estimation Framework for Join Queries.,2023,PACMMOD,Ziniu Wu; Parimarjan Negi; Mohammad Alizadeh; Tim Kraska; Samuel Madden 0001,https://dblp.org/rec/journals/pacmmod/WuNAKM23,10.1145/3588721
pacmmod_2023_0076,Fast Continuous Subgraph Matching over Streaming Graphs via Backtracking Reduction.,2023,PACMMOD,Rongjian Yang; Zhijie Zhang 0004; Weiguo Zheng; Jeffrey Xu Yu,https://dblp.org/rec/journals/pacmmod/YangZZY23,10.1145/3588695
pacmmod_2023_0077,Fast Density-Based Clustering: Geometric Approach.,2023,PACMMOD,Xiaogang Huang; Tiefeng Ma,https://dblp.org/rec/journals/pacmmod/HuangM23,10.1145/3588912
pacmmod_2023_0078,Fast Maximal Quasi-clique Enumeration: A Pruning and Branching Co-Design Approach.,2023,PACMMOD,Kaiqiang Yu; Cheng Long 0001,https://dblp.org/rec/journals/pacmmod/YuL23a,10.1145/3617331
pacmmod_2023_0079,FedCSS: Joint Client-and-Sample Selection for Hard Sample-Aware Noise-Robust Federated Learning.,2023,PACMMOD,Anran Li 0001; Yue Cao; Jiabao Guo; Hongyi Peng; Qing Guo 0005; Han Yu 0001,https://dblp.org/rec/journals/pacmmod/LiCGPGY23,10.1145/3617332
pacmmod_2023_0080,Few-shot Text-to-SQL Translation using Structure and Content Prompt Learning.,2023,PACMMOD,Zihui Gu; Ju Fan; Nan Tang 0001; Lei Cao 0004; Bowen Jia; Sam Madden 0001; Xiaoyong Du 0001,https://dblp.org/rec/journals/pacmmod/GuF00JM023,10.1145/3589292
pacmmod_2023_0081,FlexER: Flexible Entity Resolution for Multiple Intents.,2023,PACMMOD,Bar Genossar; Roee Shraga; Avigdor Gal,https://dblp.org/rec/journals/pacmmod/GenossarSG23,10.1145/3588722
pacmmod_2023_0082,Foreign Keys Open the Door for Faster Incremental View Maintenance.,2023,PACMMOD,Christoforos Svingos; Andr Hernich; Hinnerk Gildhoff; Yannis Papakonstantinou; Yannis E. Ioannidis,https://dblp.org/rec/journals/pacmmod/SvingosHGPI23,10.1145/3588720
pacmmod_2023_0083,ForestTI: A Scalable Inverted-Index-Oriented Timeseries Management System with Flexible Memory Efficiency.,2023,PACMMOD,Zhiqi Wang; Zili Shao,https://dblp.org/rec/journals/pacmmod/WangS23,10.1145/3589260
pacmmod_2023_0084,Free Join: Unifying Worst-Case Optimal and Traditional Joins.,2023,PACMMOD,Yisu Remy Wang; Max Willsey; Dan Suciu,https://dblp.org/rec/journals/pacmmod/WangWS23,10.1145/3589295
pacmmod_2023_0085,GEqO: ML-Accelerated Semantic Equivalence Detection.,2023,PACMMOD,Brandon Haynes; Rana Alotaibi; Anna Pavlenko; Jyoti Leeka; Alekh Jindal; Yuanyuan Tian 0001,https://dblp.org/rec/journals/pacmmod/HaynesAPLJT23,10.1145/3626710
pacmmod_2023_0086,GIO: Generating Efficient Matrix and Frame Readers for Custom Data Formats by Example.,2023,PACMMOD,Saeed Fathollahzadeh; Matthias Boehm 0001,https://dblp.org/rec/journals/pacmmod/Fathollahzadeh023,10.1145/3589265
pacmmod_2023_0087,GeaFlow: A Graph Extended and Accelerated Dataflow System.,2023,PACMMOD,Zhenxuan Pan; Tao Wu; Qingwen Zhao; Qiang Zhou; Zhiwei Peng; Jiefeng Li; Qi Zhang 0123; Guanyu Feng; Xiaowei Zhu 0001,https://dblp.org/rec/journals/pacmmod/PanWZZPLZFZ23,10.1145/3589771
pacmmod_2023_0088,Generalizing Bulk-Synchronous Parallel Processing for Data Science: From Data to Threads and Agent-Based Simulations.,2023,PACMMOD,Zilu Tian; Peter Lindner 0001; Markus Nissl; Christoph Koch 0001; Val Tannen,https://dblp.org/rec/journals/pacmmod/Tian0N0T23,10.1145/3589296
pacmmod_2023_0089,GeoGauss: Strongly Consistent and Light-Coordinated OLTP for Geo-Replicated SQL Database.,2023,PACMMOD,Weixing Zhou; Qi Peng 0004; Zijie Zhang 0005; Yanfeng Zhang 0001; Yang Ren; Sihao Li; Guo Fu; Yulong Cui; Qiang Li; Caiyi Wu; Shangjun Han; Shengyi Wang; Guoliang Li 0001; Ge Yu 0001,https://dblp.org/rec/journals/pacmmod/ZhouPZZRLFCLWHW23,10.1145/3588916
pacmmod_2023_0090,Ghost: A General Framework for High-Performance Online Similarity Queries over Distributed Trajectory Streams.,2023,PACMMOD,Ziquan Fang; Shenghao Gong; Lu Chen 0001; Jiachen Xu; Yunjun Gao; Christian S. Jensen,https://dblp.org/rec/journals/pacmmod/FangG0XGJ23,10.1145/3589318
pacmmod_2023_0091,GitTables: A Large-Scale Corpus of Relational Tables.,2023,PACMMOD,Madelon Hulsebos; agatay Demiralp; Paul Groth,https://dblp.org/rec/journals/pacmmod/HulsebosDG23,10.1145/3588710
pacmmod_2023_0092,GoodCore: Data-effective and Data-efficient Machine Learning through Coreset Selection over Incomplete Data.,2023,PACMMOD,Chengliang Chai; Jiabin Liu; Nan Tang 0001; Ju Fan; Dongjing Miao; Jiayi Wang 0002; Yuyu Luo; Guoliang Li 0001,https://dblp.org/rec/journals/pacmmod/ChaiL0FM0L023,10.1145/3589302
pacmmod_2023_0093,Graph Learning for Interactive Threat Detection in Heterogeneous Smart Home Rule Data.,2023,PACMMOD,Guangjing Wang 0001; Nikolay Ivanov; Bocheng Chen; Qi Wang 0017; ThanhVu Nguyen; Qiben Yan 0001,https://dblp.org/rec/journals/pacmmod/WangICWNY23,10.1145/3588956
pacmmod_2023_0094,GraphINC: Graph Pattern Mining at Network Speed.,2023,PACMMOD,Rana Hussein; Alberto Lerner; Andr Ryser; Lucas David Brgi; Albert Blarer; Philippe Cudr-Mauroux,https://dblp.org/rec/journals/pacmmod/HusseinLRBBC23,10.1145/3589329
pacmmod_2023_0095,Grep: A Graph Learning Based Database Partitioning System.,2023,PACMMOD,Xuanhe Zhou; Guoliang Li 0001; Jianhua Feng; Luyang Liu; Wei Guo,https://dblp.org/rec/journals/pacmmod/ZhouLFLG23,10.1145/3588948
pacmmod_2023_0096,Ground Truth Inference for Weakly Supervised Entity Matching.,2023,PACMMOD,Renzhi Wu; Alexander Bendeck; Xu Chu 0002; Yeye He,https://dblp.org/rec/journals/pacmmod/WuBCH23,10.1145/3588712
pacmmod_2023_0097,Grouping Time Series for Efficient Columnar Storage.,2023,PACMMOD,Chenguang Fang; Shaoxu Song; Haoquan Guan; Xiangdong Huang 0001; Chen Wang 0018; Jianmin Wang 0001,https://dblp.org/rec/journals/pacmmod/FangSGHWW23,10.1145/3588703
pacmmod_2023_0098,GuP: Fast Subgraph Matching by Guard-based Pruning.,2023,PACMMOD,Junya Arai; Yasuhiro Fujiwara; Makoto Onizuka,https://dblp.org/rec/journals/pacmmod/AraiFO23,10.1145/3589312
pacmmod_2023_0099,HAIPipe: Combining Human-generated and Machine-generated Pipelines for Data Preparation.,2023,PACMMOD,Sibei Chen; Nan Tang 0001; Ju Fan; Xuemi Yan; Chengliang Chai; Guoliang Li 0001; Xiaoyong Du 0001,https://dblp.org/rec/journals/pacmmod/Chen0FYCL023,10.1145/3588945
